city,date,aqi,pm25,pm10,no2,so2,co,o3,month,day_of_week,day_of_year,aqi_lag_1,pm25_lag_1,aqi_lag_3,pm25_lag_3,aqi_lag_7,pm25_lag_7,aqi_roll_7
Bangalore,2020-09-18,46.0,25.3,49.68,38.18,52.44,0.48,43.7,9,4,262,56.0,30.8,47.0,25.85,34.0,18.7,46.857142857142854
Bangalore,2020-09-19,47.0,25.85,50.76,39.01,53.58,0.49,44.65,9,5,263,46.0,25.3,40.0,22.0,33.0,18.15,48.857142857142854
Bangalore,2020-09-20,38.0,20.9,41.04,31.54,43.32,0.4,36.1,9,6,264,47.0,25.85,56.0,30.8,66.0,36.3,44.857142857142854
Bangalore,2020-09-21,32.0,17.6,34.56,26.56,36.48,0.34,30.4,9,0,265,38.0,20.9,46.0,25.3,40.0,22.0,43.714285714285715
Bangalore,2020-09-22,41.0,22.55,44.28,34.03,46.74,0.43,38.95,9,1,266,32.0,17.6,47.0,25.85,47.0,25.85,42.857142857142854
Bangalore,2020-09-23,48.0,26.4,51.84,39.84,54.72,0.5,45.6,9,2,267,41.0,22.55,38.0,20.9,40.0,22.0,44.0
Bangalore,2020-09-24,65.0,35.75,70.2,53.95,74.1,0.68,61.75,9,3,268,48.0,26.4,32.0,17.6,56.0,30.8,45.285714285714285
Bangalore,2020-09-25,46.0,25.3,49.68,38.18,52.44,0.48,43.7,9,4,269,65.0,35.75,41.0,22.55,46.0,25.3,45.285714285714285
Bangalore,2020-09-26,50.0,27.5,54.0,41.5,57.0,0.53,47.5,9,5,270,46.0,25.3,48.0,26.4,47.0,25.85,45.714285714285715
Bangalore,2020-09-27,49.0,26.95,52.92,40.67,55.86,0.51,46.55,9,6,271,50.0,27.5,65.0,35.75,38.0,20.9,47.285714285714285
Bangalore,2020-09-28,55.0,30.25,59.4,45.65,62.7,0.58,52.25,9,0,272,49.0,26.95,46.0,25.3,32.0,17.6,50.57142857142857
Bangalore,2020-09-29,62.0,34.1,66.96,51.46,70.68,0.65,58.9,9,1,273,55.0,30.25,50.0,27.5,41.0,22.55,53.57142857142857
Bangalore,2020-09-30,50.0,27.5,54.0,41.5,57.0,0.53,47.5,9,2,274,62.0,34.1,49.0,26.95,48.0,26.4,53.857142857142854
Bangalore,2020-10-01,50.0,27.5,54.0,41.5,57.0,0.53,47.5,10,3,275,50.0,27.5,55.0,30.25,65.0,35.75,51.714285714285715
Bangalore,2020-10-02,56.0,30.8,60.48,46.48,63.84,0.59,53.2,10,4,276,50.0,27.5,62.0,34.1,46.0,25.3,53.142857142857146
Bangalore,2020-10-03,48.0,26.4,51.84,39.84,54.72,0.5,45.6,10,5,277,56.0,30.8,50.0,27.5,50.0,27.5,52.857142857142854
Bangalore,2020-10-04,59.0,32.45,63.72,48.97,67.26,0.62,56.05,10,6,278,48.0,26.4,50.0,27.5,49.0,26.95,54.285714285714285
Bangalore,2020-10-05,47.0,25.85,50.76,39.01,53.58,0.49,44.65,10,0,279,59.0,32.45,56.0,30.8,55.0,30.25,53.142857142857146
Bangalore,2020-10-06,63.0,34.65,68.04,52.29,71.82,0.66,59.85,10,1,280,47.0,25.85,48.0,26.4,62.0,34.1,53.285714285714285
Bangalore,2020-10-07,60.0,33.0,64.8,49.8,68.4,0.63,57.0,10,2,281,63.0,34.65,59.0,32.45,50.0,27.5,54.714285714285715
Bangalore,2020-10-08,72.0,39.6,77.76,59.76,82.08,0.76,68.4,10,3,282,60.0,33.0,47.0,25.85,50.0,27.5,57.857142857142854
Bangalore,2020-10-09,76.0,41.8,82.08,63.08,86.64,0.8,72.2,10,4,283,72.0,39.6,63.0,34.65,56.0,30.8,60.714285714285715
Bangalore,2020-10-10,57.0,31.35,61.56,47.31,64.98,0.6,54.15,10,5,284,76.0,41.8,60.0,33.0,48.0,26.4,62.0
Bangalore,2020-10-11,42.0,23.1,45.36,34.86,47.88,0.44,39.9,10,6,285,57.0,31.35,72.0,39.6,59.0,32.45,59.57142857142857
Bangalore,2020-10-12,43.0,23.65,46.44,35.69,49.02,0.45,40.85,10,0,286,42.0,23.1,76.0,41.8,47.0,25.85,59.0
Bangalore,2020-10-13,51.0,28.05,55.08,42.33,58.14,0.54,48.45,10,1,287,43.0,23.65,57.0,31.35,63.0,34.65,57.285714285714285
Bangalore,2020-10-14,43.0,23.65,46.44,35.69,49.02,0.45,40.85,10,2,288,51.0,28.05,42.0,23.1,60.0,33.0,54.857142857142854
Bangalore,2020-10-15,45.0,24.75,48.6,37.35,51.3,0.47,42.75,10,3,289,43.0,23.65,43.0,23.65,72.0,39.6,51.0
Bangalore,2020-10-16,58.0,31.9,62.64,48.14,66.12,0.61,55.1,10,4,290,45.0,24.75,51.0,28.05,76.0,41.8,48.42857142857143
Bangalore,2020-10-17,80.0,44.0,86.4,66.4,91.2,0.84,76.0,10,5,291,58.0,31.9,43.0,23.65,57.0,31.35,51.714285714285715
Bangalore,2020-10-18,72.0,39.6,77.76,59.76,82.08,0.76,68.4,10,6,292,80.0,44.0,45.0,24.75,42.0,23.1,56.0
Bangalore,2020-10-19,70.0,38.5,75.6,58.1,79.8,0.74,66.5,10,0,293,72.0,39.6,58.0,31.9,43.0,23.65,59.857142857142854
Bangalore,2020-10-20,76.0,41.8,82.08,63.08,86.64,0.8,72.2,10,1,294,70.0,38.5,80.0,44.0,51.0,28.05,63.42857142857143
Bangalore,2020-10-21,56.0,30.8,60.48,46.48,63.84,0.59,53.2,10,2,295,76.0,41.8,72.0,39.6,43.0,23.65,65.28571428571429
Bangalore,2020-10-22,59.0,32.45,63.72,48.97,67.26,0.62,56.05,10,3,296,56.0,30.8,70.0,38.5,45.0,24.75,67.28571428571429
Bangalore,2020-10-23,50.0,27.5,54.0,41.5,57.0,0.53,47.5,10,4,297,59.0,32.45,76.0,41.8,58.0,31.9,66.14285714285714
Bangalore,2020-10-24,44.0,24.2,47.52,36.52,50.16,0.46,41.8,10,5,298,50.0,27.5,56.0,30.8,80.0,44.0,61.0
Bangalore,2020-10-25,67.0,36.85,72.36,55.61,76.38,0.7,63.65,10,6,299,44.0,24.2,59.0,32.45,72.0,39.6,60.285714285714285
Bangalore,2020-10-26,78.0,42.9,84.24,64.74,88.92,0.82,74.1,10,0,300,67.0,36.85,50.0,27.5,70.0,38.5,61.42857142857143
Bangalore,2020-10-27,89.0,48.95,96.12,73.87,101.46,0.93,84.55,10,1,301,78.0,42.9,44.0,24.2,76.0,41.8,63.285714285714285
Bangalore,2020-10-28,96.0,52.8,103.68,79.68,109.44,1.01,91.2,10,2,302,89.0,48.95,67.0,36.85,56.0,30.8,69.0
Bangalore,2020-10-29,95.0,52.25,102.6,78.85,108.3,1.0,90.25,10,3,303,96.0,52.8,78.0,42.9,59.0,32.45,74.14285714285714
Bangalore,2020-10-30,77.0,42.35,83.16,63.91,87.78,0.81,73.15,10,4,304,95.0,52.25,89.0,48.95,50.0,27.5,78.0
Bangalore,2020-10-31,101.0,55.55,109.08,83.83,115.14,1.06,95.95,10,5,305,77.0,42.35,96.0,52.8,44.0,24.2,86.14285714285714
Bangalore,2020-11-01,114.0,62.7,123.12,94.62,129.96,1.2,108.3,11,6,306,101.0,55.55,95.0,52.25,67.0,36.85,92.85714285714286
Bangalore,2020-11-02,140.0,77.0,151.2,116.2,159.6,1.47,133.0,11,0,307,114.0,62.7,77.0,42.35,78.0,42.9,101.71428571428571
Bangalore,2020-11-03,119.0,65.45,128.52,98.77,135.66,1.25,113.05,11,1,308,140.0,77.0,101.0,55.55,89.0,48.95,106.0
Bangalore,2020-11-04,94.0,51.7,101.52,78.02,107.16,0.99,89.3,11,2,309,119.0,65.45,114.0,62.7,96.0,52.8,105.71428571428571
Bangalore,2020-11-05,73.0,40.15,78.84,60.59,83.22,0.77,69.35,11,3,310,94.0,51.7,140.0,77.0,95.0,52.25,102.57142857142857
Bangalore,2020-11-06,74.0,40.7,79.92,61.42,84.36,0.78,70.3,11,4,311,73.0,40.15,119.0,65.45,77.0,42.35,102.14285714285714
Bangalore,2020-11-07,53.0,29.15,57.24,43.99,60.42,0.56,50.35,11,5,312,74.0,40.7,94.0,51.7,101.0,55.55,95.28571428571429
Bangalore,2020-11-08,59.0,32.45,63.72,48.97,67.26,0.62,56.05,11,6,313,53.0,29.15,73.0,40.15,114.0,62.7,87.42857142857143
Bangalore,2020-11-09,108.0,59.4,116.64,89.64,123.12,1.13,102.6,11,0,314,59.0,32.45,74.0,40.7,140.0,77.0,82.85714285714286
Bangalore,2020-11-10,93.0,51.15,100.44,77.19,106.02,0.98,88.35,11,1,315,108.0,59.4,53.0,29.15,119.0,65.45,79.14285714285714
Bangalore,2020-11-11,87.0,47.85,93.96,72.21,99.18,0.91,82.65,11,2,316,93.0,51.15,59.0,32.45,94.0,51.7,78.14285714285714
Bangalore,2020-11-12,63.0,34.65,68.04,52.29,71.82,0.66,59.85,11,3,317,87.0,47.85,108.0,59.4,73.0,40.15,76.71428571428571
Bangalore,2020-11-13,55.0,30.25,59.4,45.65,62.7,0.58,52.25,11,4,318,63.0,34.65,93.0,51.15,74.0,40.7,74.0
Bangalore,2020-11-14,48.0,26.4,51.84,39.84,54.72,0.5,45.6,11,5,319,55.0,30.25,87.0,47.85,53.0,29.15,73.28571428571429
Bangalore,2020-11-15,58.0,31.9,62.64,48.14,66.12,0.61,55.1,11,6,320,48.0,26.4,63.0,34.65,59.0,32.45,73.14285714285714
Bangalore,2020-11-16,42.0,23.1,45.36,34.86,47.88,0.44,39.9,11,0,321,58.0,31.9,55.0,30.25,108.0,59.4,63.714285714285715
Bangalore,2020-11-17,43.0,23.65,46.44,35.69,49.02,0.45,40.85,11,1,322,42.0,23.1,48.0,26.4,93.0,51.15,56.57142857142857
Bangalore,2020-11-18,46.0,25.3,49.68,38.18,52.44,0.48,43.7,11,2,323,43.0,23.65,58.0,31.9,87.0,47.85,50.714285714285715
Bangalore,2020-11-19,57.0,31.35,61.56,47.31,64.98,0.6,54.15,11,3,324,46.0,25.3,42.0,23.1,63.0,34.65,49.857142857142854
Bangalore,2020-11-20,52.0,28.6,56.16,43.16,59.28,0.55,49.4,11,4,325,57.0,31.35,43.0,23.65,55.0,30.25,49.42857142857143
Bangalore,2020-11-21,68.0,37.4,73.44,56.44,77.52,0.71,64.6,11,5,326,52.0,28.6,46.0,25.3,48.0,26.4,52.285714285714285
Bangalore,2020-11-22,73.0,40.15,78.84,60.59,83.22,0.77,69.35,11,6,327,68.0,37.4,57.0,31.35,58.0,31.9,54.42857142857143
Bangalore,2020-11-23,72.0,39.6,77.76,59.76,82.08,0.76,68.4,11,0,328,73.0,40.15,52.0,28.6,42.0,23.1,58.714285714285715
Bangalore,2020-11-24,67.0,36.85,72.36,55.61,76.38,0.7,63.65,11,1,329,72.0,39.6,68.0,37.4,43.0,23.65,62.142857142857146
Bangalore,2020-11-25,84.0,46.2,90.72,69.72,95.76,0.88,79.8,11,2,330,67.0,36.85,73.0,40.15,46.0,25.3,67.57142857142857
Bangalore,2020-11-26,44.0,24.2,47.52,36.52,50.16,0.46,41.8,11,3,331,84.0,46.2,72.0,39.6,57.0,31.35,65.71428571428571
Bangalore,2020-11-27,48.0,26.4,51.84,39.84,54.72,0.5,45.6,11,4,332,44.0,24.2,67.0,36.85,52.0,28.6,65.14285714285714
Bangalore,2020-11-28,50.0,27.5,54.0,41.5,57.0,0.53,47.5,11,5,333,48.0,26.4,84.0,46.2,68.0,37.4,62.57142857142857
Bangalore,2020-11-29,57.0,31.35,61.56,47.31,64.98,0.6,54.15,11,6,334,50.0,27.5,44.0,24.2,73.0,40.15,60.285714285714285
Bangalore,2020-11-30,53.0,29.15,57.24,43.99,60.42,0.56,50.35,11,0,335,57.0,31.35,48.0,26.4,72.0,39.6,57.57142857142857
Bangalore,2020-12-01,63.0,34.65,68.04,52.29,71.82,0.66,59.85,12,1,336,53.0,29.15,50.0,27.5,67.0,36.85,57.0
Bangalore,2020-12-02,65.0,35.75,70.2,53.95,74.1,0.68,61.75,12,2,337,63.0,34.65,57.0,31.35,84.0,46.2,54.285714285714285
Bangalore,2020-12-03,62.0,34.1,66.96,51.46,70.68,0.65,58.9,12,3,338,65.0,35.75,53.0,29.15,44.0,24.2,56.857142857142854
Bangalore,2020-12-04,63.0,34.65,68.04,52.29,71.82,0.66,59.85,12,4,339,62.0,34.1,63.0,34.65,48.0,26.4,59.0
Bangalore,2020-12-05,49.0,26.95,52.92,40.67,55.86,0.51,46.55,12,5,340,63.0,34.65,65.0,35.75,50.0,27.5,58.857142857142854
Bangalore,2020-12-06,51.0,28.05,55.08,42.33,58.14,0.54,48.45,12,6,341,49.0,26.95,62.0,34.1,57.0,31.35,58.0
Bangalore,2020-12-07,44.0,24.2,47.52,36.52,50.16,0.46,41.8,12,0,342,51.0,28.05,63.0,34.65,53.0,29.15,56.714285714285715
Bangalore,2020-12-08,52.0,28.6,56.16,43.16,59.28,0.55,49.4,12,1,343,44.0,24.2,49.0,26.95,63.0,34.65,55.142857142857146
Bangalore,2020-12-09,50.0,27.5,54.0,41.5,57.0,0.53,47.5,12,2,344,52.0,28.6,51.0,28.05,65.0,35.75,53.0
Bangalore,2020-12-10,57.0,31.35,61.56,47.31,64.98,0.6,54.15,12,3,345,50.0,27.5,44.0,24.2,62.0,34.1,52.285714285714285
Bangalore,2020-12-11,81.0,44.55,87.48,67.23,92.34,0.85,76.95,12,4,346,57.0,31.35,52.0,28.6,63.0,34.65,54.857142857142854
Bangalore,2020-12-12,83.0,45.65,89.64,68.89,94.62,0.87,78.85,12,5,347,81.0,44.55,50.0,27.5,49.0,26.95,59.714285714285715
Bangalore,2020-12-13,103.0,56.65,111.24,85.49,117.42,1.08,97.85,12,6,348,83.0,45.65,57.0,31.35,51.0,28.05,67.14285714285714
Bangalore,2020-12-14,104.0,57.2,112.32,86.32,118.56,1.09,98.8,12,0,349,103.0,56.65,81.0,44.55,44.0,24.2,75.71428571428571
Bangalore,2020-12-15,104.0,57.2,112.32,86.32,118.56,1.09,98.8,12,1,350,104.0,57.2,83.0,45.65,52.0,28.6,83.14285714285714
Bangalore,2020-12-16,84.0,46.2,90.72,69.72,95.76,0.88,79.8,12,2,351,104.0,57.2,103.0,56.65,50.0,27.5,88.0
Bangalore,2020-12-17,68.0,37.4,73.44,56.44,77.52,0.71,64.6,12,3,352,84.0,46.2,104.0,57.2,57.0,31.35,89.57142857142857
Bangalore,2020-12-18,69.0,37.95,74.52,57.27,78.66,0.72,65.55,12,4,353,68.0,37.4,104.0,57.2,81.0,44.55,87.85714285714286
Bangalore,2020-12-19,92.0,50.6,99.36,76.36,104.88,0.97,87.4,12,5,354,69.0,37.95,84.0,46.2,83.0,45.65,89.14285714285714
Bangalore,2020-12-20,106.0,58.3,114.48,87.98,120.84,1.11,100.7,12,6,355,92.0,50.6,68.0,37.4,103.0,56.65,89.57142857142857
Bangalore,2020-12-21,120.0,66.0,129.6,99.6,136.8,1.26,114.0,12,0,356,106.0,58.3,69.0,37.95,104.0,57.2,91.85714285714286
Bangalore,2020-12-22,117.0,64.35,126.36,97.11,133.38,1.23,111.15,12,1,357,120.0,66.0,92.0,50.6,104.0,57.2,93.71428571428571
Bangalore,2020-12-23,94.0,51.7,101.52,78.02,107.16,0.99,89.3,12,2,358,117.0,64.35,106.0,58.3,84.0,46.2,95.14285714285714
Bangalore,2020-12-24,90.0,49.5,97.2,74.7,102.6,0.95,85.5,12,3,359,94.0,51.7,120.0,66.0,68.0,37.4,98.28571428571429
Bangalore,2020-12-25,102.0,56.1,110.16,84.66,116.28,1.07,96.9,12,4,360,90.0,49.5,117.0,64.35,69.0,37.95,103.0
Bangalore,2020-12-26,88.0,48.4,95.04,73.04,100.32,0.92,83.6,12,5,361,102.0,56.1,94.0,51.7,92.0,50.6,102.42857142857143
Bangalore,2020-12-27,110.0,60.5,118.8,91.3,125.4,1.16,104.5,12,6,362,88.0,48.4,90.0,49.5,106.0,58.3,103.0
Bangalore,2020-12-28,111.0,61.05,119.88,92.13,126.54,1.17,105.45,12,0,363,110.0,60.5,102.0,56.1,120.0,66.0,101.71428571428571
Bangalore,2020-12-29,122.0,67.1,131.76,101.26,139.08,1.28,115.9,12,1,364,111.0,61.05,88.0,48.4,117.0,64.35,102.42857142857143
Bangalore,2020-12-30,101.0,55.55,109.08,83.83,115.14,1.06,95.95,12,2,365,122.0,67.1,110.0,60.5,94.0,51.7,103.42857142857143
Bangalore,2020-12-31,81.0,44.55,87.48,67.23,92.34,0.85,76.95,12,3,366,101.0,55.55,111.0,61.05,90.0,49.5,102.14285714285714
Bangalore,2021-01-01,98.0,53.9,105.84,81.34,111.72,1.03,93.1,1,4,1,81.0,44.55,122.0,67.1,102.0,56.1,101.57142857142857
Bangalore,2021-01-02,107.0,58.85,115.56,88.81,121.98,1.12,101.65,1,5,2,98.0,53.9,101.0,55.55,88.0,48.4,104.28571428571429
Bangalore,2021-01-03,80.0,44.0,86.4,66.4,91.2,0.84,76.0,1,6,3,107.0,58.85,81.0,44.55,110.0,60.5,100.0
Bangalore,2021-01-04,80.0,44.0,86.4,66.4,91.2,0.84,76.0,1,0,4,80.0,44.0,98.0,53.9,111.0,61.05,95.57142857142857
Bangalore,2021-01-05,58.0,31.9,62.64,48.14,66.12,0.61,55.1,1,1,5,80.0,44.0,107.0,58.85,122.0,67.1,86.42857142857143
Bangalore,2021-01-06,38.0,20.9,41.04,31.54,43.32,0.4,36.1,1,2,6,58.0,31.9,80.0,44.0,101.0,55.55,77.42857142857143
Bangalore,2021-01-07,43.0,23.65,46.44,35.69,49.02,0.45,40.85,1,3,7,38.0,20.9,80.0,44.0,81.0,44.55,72.0
Bangalore,2021-01-08,58.0,31.9,62.64,48.14,66.12,0.61,55.1,1,4,8,43.0,23.65,58.0,31.9,98.0,53.9,66.28571428571429
Bangalore,2021-01-09,48.0,26.4,51.84,39.84,54.72,0.5,45.6,1,5,9,58.0,31.9,38.0,20.9,107.0,58.85,57.857142857142854
Bangalore,2021-01-10,81.0,44.55,87.48,67.23,92.34,0.85,76.95,1,6,10,48.0,26.4,43.0,23.65,80.0,44.0,58.0
Bangalore,2021-01-11,64.0,35.2,69.12,53.12,72.96,0.67,60.8,1,0,11,81.0,44.55,58.0,31.9,80.0,44.0,55.714285714285715
Bangalore,2021-01-12,63.0,34.65,68.04,52.29,71.82,0.66,59.85,1,1,12,64.0,35.2,48.0,26.4,58.0,31.9,56.42857142857143
Bangalore,2021-01-13,82.0,45.1,88.56,68.06,93.48,0.86,77.9,1,2,13,63.0,34.65,81.0,44.55,38.0,20.9,62.714285714285715
Bangalore,2021-01-14,75.0,41.25,81.0,62.25,85.5,0.79,71.25,1,3,14,82.0,45.1,64.0,35.2,43.0,23.65,67.28571428571429
Bangalore,2021-01-15,82.0,45.1,88.56,68.06,93.48,0.86,77.9,1,4,15,75.0,41.25,63.0,34.65,58.0,31.9,70.71428571428571
Bangalore,2021-01-16,87.0,47.85,93.96,72.21,99.18,0.91,82.65,1,5,16,82.0,45.1,82.0,45.1,48.0,26.4,76.28571428571429
Bangalore,2021-01-17,84.0,46.2,90.72,69.72,95.76,0.88,79.8,1,6,17,87.0,47.85,75.0,41.25,81.0,44.55,76.71428571428571
Bangalore,2021-01-18,71.0,39.05,76.68,58.93,80.94,0.75,67.45,1,0,18,84.0,46.2,82.0,45.1,64.0,35.2,77.71428571428571
Bangalore,2021-01-19,80.0,44.0,86.4,66.4,91.2,0.84,76.0,1,1,19,71.0,39.05,87.0,47.85,63.0,34.65,80.14285714285714
Bangalore,2021-01-20,96.0,52.8,103.68,79.68,109.44,1.01,91.2,1,2,20,80.0,44.0,84.0,46.2,82.0,45.1,82.14285714285714
Bangalore,2021-01-21,98.0,53.9,105.84,81.34,111.72,1.03,93.1,1,3,21,96.0,52.8,71.0,39.05,75.0,41.25,85.42857142857143
Bangalore,2021-01-22,79.0,43.45,85.32,65.57,90.06,0.83,75.05,1,4,22,98.0,53.9,80.0,44.0,82.0,45.1,85.0
Bangalore,2021-01-23,104.0,57.2,112.32,86.32,118.56,1.09,98.8,1,5,23,79.0,43.45,96.0,52.8,87.0,47.85,87.42857142857143
Bangalore,2021-01-24,94.0,51.7,101.52,78.02,107.16,0.99,89.3,1,6,24,104.0,57.2,98.0,53.9,84.0,46.2,88.85714285714286
Bangalore,2021-01-25,85.0,46.75,91.8,70.55,96.9,0.89,80.75,1,0,25,94.0,51.7,79.0,43.45,71.0,39.05,90.85714285714286
Bangalore,2021-01-26,76.0,41.8,82.08,63.08,86.64,0.8,72.2,1,1,26,85.0,46.75,104.0,57.2,80.0,44.0,90.28571428571429
Bangalore,2021-01-27,80.0,44.0,86.4,66.4,91.2,0.84,76.0,1,2,27,76.0,41.8,94.0,51.7,96.0,52.8,88.0
Bangalore,2021-01-28,110.0,60.5,118.8,91.3,125.4,1.16,104.5,1,3,28,80.0,44.0,85.0,46.75,98.0,53.9,89.71428571428571
Bangalore,2021-01-29,106.0,58.3,114.48,87.98,120.84,1.11,100.7,1,4,29,110.0,60.5,76.0,41.8,79.0,43.45,93.57142857142857
Bangalore,2021-01-30,111.0,61.05,119.88,92.13,126.54,1.17,105.45,1,5,30,106.0,58.3,80.0,44.0,104.0,57.2,94.57142857142857
Bangalore,2021-01-31,103.0,56.65,111.24,85.49,117.42,1.08,97.85,1,6,31,111.0,61.05,110.0,60.5,94.0,51.7,95.85714285714286
Bangalore,2021-02-01,87.0,47.85,93.96,72.21,99.18,0.91,82.65,2,0,32,103.0,56.65,106.0,58.3,85.0,46.75,96.14285714285714
Bangalore,2021-02-02,92.0,50.6,99.36,76.36,104.88,0.97,87.4,2,1,33,87.0,47.85,111.0,61.05,76.0,41.8,98.42857142857143
Bangalore,2021-02-03,107.0,58.85,115.56,88.81,121.98,1.12,101.65,2,2,34,92.0,50.6,103.0,56.65,80.0,44.0,102.28571428571429
Bangalore,2021-02-04,91.0,50.05,98.28,75.53,103.74,0.96,86.45,2,3,35,107.0,58.85,87.0,47.85,110.0,60.5,99.57142857142857
Bangalore,2021-02-05,84.0,46.2,90.72,69.72,95.76,0.88,79.8,2,4,36,91.0,50.05,92.0,50.6,106.0,58.3,96.42857142857143
Bangalore,2021-02-06,88.0,48.4,95.04,73.04,100.32,0.92,83.6,2,5,37,84.0,46.2,107.0,58.85,111.0,61.05,93.14285714285714
Bangalore,2021-02-07,86.0,47.3,92.88,71.38,98.04,0.9,81.7,2,6,38,88.0,48.4,91.0,50.05,103.0,56.65,90.71428571428571
Bangalore,2021-02-08,87.0,47.85,93.96,72.21,99.18,0.91,82.65,2,0,39,86.0,47.3,84.0,46.2,87.0,47.85,90.71428571428571
Bangalore,2021-02-09,85.0,46.75,91.8,70.55,96.9,0.89,80.75,2,1,40,87.0,47.85,88.0,48.4,92.0,50.6,89.71428571428571
Bangalore,2021-02-10,86.0,47.3,92.88,71.38,98.04,0.9,81.7,2,2,41,85.0,46.75,86.0,47.3,107.0,58.85,86.71428571428571
Bangalore,2021-02-11,101.0,55.55,109.08,83.83,115.14,1.06,95.95,2,3,42,86.0,47.3,87.0,47.85,91.0,50.05,88.14285714285714
Bangalore,2021-02-12,95.0,52.25,102.6,78.85,108.3,1.0,90.25,2,4,43,101.0,55.55,85.0,46.75,84.0,46.2,89.71428571428571
Bangalore,2021-02-13,86.0,47.3,92.88,71.38,98.04,0.9,81.7,2,5,44,95.0,52.25,86.0,47.3,88.0,48.4,89.42857142857143
Bangalore,2021-02-14,106.0,58.3,114.48,87.98,120.84,1.11,100.7,2,6,45,86.0,47.3,101.0,55.55,86.0,47.3,92.28571428571429
Bangalore,2021-02-15,92.0,50.6,99.36,76.36,104.88,0.97,87.4,2,0,46,106.0,58.3,95.0,52.25,87.0,47.85,93.0
Bangalore,2021-02-16,95.0,52.25,102.6,78.85,108.3,1.0,90.25,2,1,47,92.0,50.6,86.0,47.3,85.0,46.75,94.42857142857143
Bangalore,2021-02-17,85.0,46.75,91.8,70.55,96.9,0.89,80.75,2,2,48,95.0,52.25,106.0,58.3,86.0,47.3,94.28571428571429
Bangalore,2021-02-18,79.0,43.45,85.32,65.57,90.06,0.83,75.05,2,3,49,85.0,46.75,92.0,50.6,101.0,55.55,91.14285714285714
Bangalore,2021-02-19,88.0,48.4,95.04,73.04,100.32,0.92,83.6,2,4,50,79.0,43.45,95.0,52.25,95.0,52.25,90.14285714285714
Bangalore,2021-02-20,57.0,31.35,61.56,47.31,64.98,0.6,54.15,2,5,51,88.0,48.4,85.0,46.75,86.0,47.3,86.0
Bangalore,2021-02-21,47.0,25.85,50.76,39.01,53.58,0.49,44.65,2,6,52,57.0,31.35,79.0,43.45,106.0,58.3,77.57142857142857
Bangalore,2021-02-22,49.0,26.95,52.92,40.67,55.86,0.51,46.55,2,0,53,47.0,25.85,88.0,48.4,92.0,50.6,71.42857142857143
Bangalore,2021-02-23,56.0,30.8,60.48,46.48,63.84,0.59,53.2,2,1,54,49.0,26.95,57.0,31.35,95.0,52.25,65.85714285714286
Bangalore,2021-02-24,77.0,42.35,83.16,63.91,87.78,0.81,73.15,2,2,55,56.0,30.8,47.0,25.85,85.0,46.75,64.71428571428571
Bangalore,2021-02-25,80.0,44.0,86.4,66.4,91.2,0.84,76.0,2,3,56,77.0,42.35,49.0,26.95,79.0,43.45,64.85714285714286
Bangalore,2021-02-26,109.0,59.95,117.72,90.47,124.26,1.14,103.55,2,4,57,80.0,44.0,56.0,30.8,88.0,48.4,67.85714285714286
Bangalore,2021-02-27,102.0,56.1,110.16,84.66,116.28,1.07,96.9,2,5,58,109.0,59.95,77.0,42.35,57.0,31.35,74.28571428571429
Bangalore,2021-02-28,89.0,48.95,96.12,73.87,101.46,0.93,84.55,2,6,59,102.0,56.1,80.0,44.0,47.0,25.85,80.28571428571429
Bangalore,2021-03-01,79.0,43.45,85.32,65.57,90.06,0.83,75.05,3,0,60,89.0,48.95,109.0,59.95,49.0,26.95,84.57142857142857
Bangalore,2021-03-02,88.0,48.4,95.04,73.04,100.32,0.92,83.6,3,1,61,79.0,43.45,102.0,56.1,56.0,30.8,89.14285714285714
Bangalore,2021-03-03,102.0,56.1,110.16,84.66,116.28,1.07,96.9,3,2,62,88.0,48.4,89.0,48.95,77.0,42.35,92.71428571428571
Bangalore,2021-03-04,86.0,47.3,92.88,71.38,98.04,0.9,81.7,3,3,63,102.0,56.1,79.0,43.45,80.0,44.0,93.57142857142857
Bangalore,2021-03-05,70.0,38.5,75.6,58.1,79.8,0.74,66.5,3,4,64,86.0,47.3,88.0,48.4,109.0,59.95,88.0
Bangalore,2021-03-06,75.0,41.25,81.0,62.25,85.5,0.79,71.25,3,5,65,70.0,38.5,102.0,56.1,102.0,56.1,84.14285714285714
Bangalore,2021-03-07,84.0,46.2,90.72,69.72,95.76,0.88,79.8,3,6,66,75.0,41.25,86.0,47.3,89.0,48.95,83.42857142857143
Bangalore,2021-03-08,58.0,31.9,62.64,48.14,66.12,0.61,55.1,3,0,67,84.0,46.2,70.0,38.5,79.0,43.45,80.42857142857143
Bangalore,2021-03-09,55.0,30.25,59.4,45.65,62.7,0.58,52.25,3,1,68,58.0,31.9,75.0,41.25,88.0,48.4,75.71428571428571
Bangalore,2021-03-10,50.0,27.5,54.0,41.5,57.0,0.53,47.5,3,2,69,55.0,30.25,84.0,46.2,102.0,56.1,68.28571428571429
Bangalore,2021-03-11,55.0,30.25,59.4,45.65,62.7,0.58,52.25,3,3,70,50.0,27.5,58.0,31.9,86.0,47.3,63.857142857142854
Bangalore,2021-03-12,62.0,34.1,66.96,51.46,70.68,0.65,58.9,3,4,71,55.0,30.25,55.0,30.25,70.0,38.5,62.714285714285715
Bangalore,2021-03-13,68.0,37.4,73.44,56.44,77.52,0.71,64.6,3,5,72,62.0,34.1,50.0,27.5,75.0,41.25,61.714285714285715
